textjoin.txt,Text Label Join File:
id=N,1,Row Identifier,-,:
textcharid=N,1,Foreign Key to Text Characteristics File,-,:
textlocid=N,1,Foreign Key to Text Location File,-,:
;
1|1|1
2|2|2
3|3|2
4|18|3
5|14|4
6|13|5
7|1|6
8|1|7
9|18|8
10|11|1
11|15|1
12|1|11
13|1|12
14|1|13
15|1|14
16|1|15
17|1|16
18|1|17
19|1|18
20|4|2
21|4|7
22|1|19
23|5|-1
24|6|-1
25|7|-1
26|8|19
27|9|19
28|10|19
29|11|9
30|12|-1
31|4|1
32|16|20
33|17|11
34|19|2
